t,a,b,c,d,e,f,g,h,i,l,m,n,o,p,q,r
0.066,0.1574175518130505,0.10159940658407404,0.0842698006061785,0.06088448585643891,0.09559548407860553,0.03872313334547093,0.055721641088735015,0.038856252567427786,0.08483439263254981,0.05791643287527902,0.0804803487362835,0.03243617604578995,0.044924075036016545,0.030658395268110428,0.024637708647490483,0.011044714818499066
0.067,0.1588597662598706,0.10184365866219773,0.08471474001893231,0.060761817072265245,0.09575448017240144,0.03865899282380539,0.05550464851331374,0.03842873478770965,0.08523687876803868,0.05770414580561785,0.08009692172387126,0.032139739212184784,0.04475434967755229,0.030297750743604936,0.024372711680292966,0.01087066407834101
0.068,0.16030448052645233,0.10208426981711047,0.08515493624778887,0.060637272709399774,0.09591049635315332,0.038593261613446034,0.05528667276431031,0.03800609359254443,0.08563397900605686,0.05749080437919423,0.07971363957892923,0.031846241359337016,0.04458501979910416,0.029941641622317595,0.02411110813565439,0.010700082495200946
0.069,0.16175159266707254,0.10232123497708528,0.08559038405594954,0.0605109187839,0.09606353998641262,0.038525975596727144,0.05506777233799504,0.0375882933554159,0.0860257046497749,0.057276449357065926,0.07933053291090308,0.03155566555587593,0.044416124098730234,0.029590031100340197,0.02385287403811851,0.010532906528633033
0.07,0.16320100085596187,0.10255454984737829,0.08602107908471285,0.0603828205150176,0.09621361894492422,0.03845717021181563,0.0548480049284619,0.0371752983931685,0.08641206764782897,0.05706112096789973,0.07894763189307162,0.03126799472898631,0.04424770063527645,0.029242882349592592,0.02359798529056365,0.010369073705339824
0.07100000000000001,0.16465260340604826,0.1027842108980805,0.08644701783991911,0.06025304232649513,0.0963607415980536,0.038386880456133546,0.054627427430972104,0.03676707297331113,0.08679308058321367,0.0568448589102867,0.07856496626599163,0.030983211671009057,0.044079786829959715,0.02890015852543953,0.023346417680808716,0.010208522604277502
0.07200000000000001,0.16610629878741318,0.10301021535203164,0.08686819767847266,0.06012164784799275,0.09650491680130183,0.03831514088979343,0.05440609594536349,0.036363581321178645,0.08716875666223145,0.05662770235513118,0.07818256534094314,0.03070129904591313,0.04391241946805909,0.02856182277413928,0.02309814688811518,0.010051192841919753
0.073,0.16756198564546051,0.10323256117279683,0.08728461679494216,0.05998869991664236,0.09664615388590851,0.038241985639045364,0.05418406577952414,0.0359647876269524,0.08753910970349939,0.056409689948111234,0.07780045800337318,0.030422239395640198,0.04374563470071296,0.028227838240126146,0.0228531484895857,0.009897025057678931
0.074,0.1690195628187992,0.10345124705270779,0.08769627420824001,0.059854260578726316,0.09678446264854342,0.03816744839973428,0.053961391452929046,0.03557065605254176,0.0879041541270147,0.05619085981220825,0.07741867271633827,0.03014601514632412,0.04357946804681979,0.027898168073129448,0.02261139796646036,0.009745960899483389
0.075,0.17047892935684034,0.10366627240097025,0.08810316974838202,0.059718391091478466,0.09691985334108712,0.03809156244076658,0.053738126700238587,0.03518115073832831,0.08826390494328046,0.05597124955030363,0.07703723752394456,0.029872608614386887,0.04341395439504055,0.02757277543513127,0.022372870710311302,0.009597943009509712
0.076,0.17193998453710937,0.10387763733183854,0.0885053040433282,0.059581151925004634,0.097052336660501,0.03801436060758459,0.05351432447495761,0.03479623580977432,0.08861837774249226,0.05575089624784039,0.076656180054785,0.029602002012512778,0.04324912800590066,0.02725162350716529,0.02213754202913667,0.00945291501006871
0.077,0.17340262788227426,0.10408534265285851,0.08890267850590511,0.05944260276432001,0.09718192373878716,0.037935875325647905,0.053290036953153666,0.0344158753838972,0.0889675886837872,0.05552983647554734,0.07627552752537267,0.02933417745550242,0.04308502251398909,0.026934675495958908,0.021905387153354595,0.0093108214896439
0.078,0.17486675917689065,0.10428938985318051,0.08929529532081139,0.0593028025115011,0.09730862613303842,0.03785613860392041,0.0530653155372334,0.034040033575611674,0.08931155448455608,0.055308106292223956,0.07589530674357023,0.029069116966008574,0.042921670930252884,0.026621894640421122,0.021676381241698215,0.00917160798908137
0.079,0.1763322784838644,0.10448978109194317,0.0896831574317065,0.059161809287949646,0.09743245581557895,0.03777518203836184,0.052840210859775666,0.03366867450394115,0.08965029240982009,0.05508574124758395,0.07551554411201401,0.028806802480155207,0.04275910564438481,0.026313244217978246,0.021450499387012448,0.009035220987929832
0.08,0.17779908616063342,0.10468651918672967,0.09006626852838413,0.05901968043676599,0.09755342516419578,0.03769303681542296,0.05261477278742031,0.033301762298100106,0.08998382026167291,0.0548627763851552,0.07513626563153301,0.028547215853041617,0.042597358427302175,0.02600868755075978,0.021227716621953427,0.008901607890929693
0.081,0.17926708287506854,0.10487960760209666,0.09044463303403029,0.05887647252522945,0.0976715469524613,0.03760973371554313,0.05238905042481116,0.032939261103448934,0.09031215636878895,0.05463924624523441,0.07475749690456138,0.028290338864133152,0.04243646043371471,0.02570818801163657,0.02100800792459137,0.008770717014649968
0.082,0.18073616962109584,0.10506905043817841,0.09081825609256793,0.05873224134738351,0.09778683434014762,0.03752530311664945,0.05216309211859239,0.03258113508732302,0.09063531957599928,0.05441518486789432,0.07437926313854472,0.02803615322254033,0.04227644220477965,0.025411709030113572,0.020791348223917892,0.008642497574271957
0.083,0.1822062477340402,0.10525485241936557,0.09118714355608748,0.05858704192672304,0.09789930086373207,0.03743977499765625,0.05193694546145659,0.032227348444737465,0.09095332923393554,0.05419062579604157,0.07400158914933876,0.027784640572187724,0.04211733367084174,0.025119214098079195,0.02057771240525831,0.008516899670518465
